2024-03-28 11-48-02 top info:
Tasks: 490 total,   3 running, 487 sleeping,   0 stopped,   0 zombie
  Mem:  6005384K total,  5829604K used,   175780K free,  99581952 buffers
 Swap:  3302956K total,  1408200K used,  1894756K free,  3196704K cached
800%cpu 200%user  34%nice 248%sys 314%idle   3%iow   0%irq   0%sirq   0%host
   PID USER         PR  NI VIRT  RES  SHR S[%CPU] %MEM     TIME+ ARGS
   760 root         30  10  10G 5.2M 4.3M S  0.0   0.0   0:27.28 storaged
   758 shell        20   0  10G 3.5M 3.3M S  0.0   0.0   0:01.34 netdiag
   757 system       20   0  10G 3.2M 3.1M S  0.0   0.0   0:02.53 mobile_log_d
   755 media        20   0  98M  20M  18M S  0.0   0.3   0:01.60 mediaserver
   752 media        20   0  10G 5.6M 5.0M S  0.0   0.0   0:00.08 media.metrics diametrics
   749 mediaex      20   0  10G  24M  21M S  0.0   0.4   0:00.63 media.extractor aextractor
   745 keystore     20   0  10G 7.2M 6.6M S  0.0   0.1   0:00.04 keystore /data/misc/keystore
   744 root         20   0  10G 5.6M 4.5M S  0.0   0.0   0:05.39 installd
   743 system       20   0  10G 3.1M 2.8M S  0.0   0.0   0:00.06 thermald
   742 incidentd    20   0  10G 4.2M 3.9M S  0.0   0.0   0:00.01 incidentd
   740 drm          20   0  60M  22M  19M S  0.0   0.3   0:00.25 drmserver
   739 root         20   0  10G 3.0M 2.8M S  0.0   0.0   0:00.01 dpci
   738 shell        20   0 8.1M 2.1M 2.0M S  0.0   0.0   0:02.08 connsyslogger
   737 cameraserver 20   0  48M  17M  15M S  0.0   0.2   0:00.84 cameraserver
   735 shell        20   0  10G 3.8M 3.6M S  0.0   0.0   0:00.02 lbs_dbg
   728 gps          20   0  38M 5.6M 5.3M S  0.0   0.0   0:01.24 mnld
   720 root         20   0    0    0    0 S  0.0   0.0   0:00.01 [mtk_wmtd_worker]
   719 root         20   0    0    0    0 S  0.0   0.0   0:02.66 [mtk_wmtd]
   717 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [mtk_stp_btm]
   716 root         20   0    0    0    0 S  0.0   0.0   0:01.26 [mtk_stp_psm]
   703 system       20   0  10G  27M  26M S  0.0   0.4   0:00.14 android.hardware.neuralnetworks@1.3-service-mtk-neuron
   701 nobody       20   0  10G 2.9M 2.8M S  0.0   0.0   0:02.05 traced
   697 nobody       20   0  10G 2.6M 2.6M S  0.0   0.0   0:01.77 traced_probes
   658 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kbase_event]
   588 system       20   0 8.6M 3.0M 2.7M S  0.0   0.0   0:48.38 fuelgauged
   579 gpu_service  20   0  10G 6.1M 5.4M S  0.0   0.1   0:00.03 gpuservice
   578 credstore    20   0  10G 6.3M 5.7M S  0.0   0.1   0:00.02 credstore /data/misc/credstore
   572 audioserver  20   0  11G  22M  20M S  0.0   0.3   0:10.94 audioserver
   569 system       20   0  10G 5.2M 4.8M S  0.0   0.0   0:00.02 android.hardware.vibrator-service.mediatek
   565 root         20   0  10G 5.1M 4.6M S  0.0   0.0   1:36.30 vendor.mediatek.hardware.nvram@1.1-service
   564 system       20   0  10G 7.6M 6.2M S  0.0   0.1   0:03.53 vendor.mediatek.hardware.mtkpower@1.0-service
   560 system       20   0  10G 7.9M 7.1M S  0.0   0.1   0:00.03 vendor.mediatek.hardware.gpu@1.0-service
   559 system       20   0  10G 5.5M 4.9M S  0.0   0.0   0:00.08 android.hardware.lights-service.mediatek
   555 system       20   0  10G 4.5M 4.1M S  0.0   0.0   0:00.09 lbs_hidl_service
   553 root         20   0  10G 4.1M 3.8M S  0.0   0.0   0:03.37 android.hardware.usb@1.1-service-mediatek
   552 system       20   0  10G 3.8M 3.6M S  0.0   0.0   0:03.33 android.hardware.thermal@2.0-service.mtk
   550 system       20   0  10G 4.3M 3.9M S  0.0   0.0   0:02.58 android.hardware.memtrack@1.0-service
   549 system       20   0  10G 4.4M 3.9M S  0.0   0.0   1:53.03 android.hardware.health@2.1-service
   544 system       20   0  10G 8.1M 7.2M S  0.0   0.1   0:01.11 android.hardware.graphics.allocator@4.0-service-mediatek
   542 system       20   0  10G 4.7M 4.2M S  0.0   0.0   0:00.04 android.hardware.gnss@2.1-service-mediatek
   540 system       20   0  10G 3.9M 3.7M S  0.0   0.0   0:00.02 android.hardware.gatekeeper@1.0-service
   539 media        20   0  25M 6.3M 5.3M S  0.0   0.1   0:00.12 android.hardware.drm@1.3-service.widevine
   537 media        20   0  10G 5.6M 5.0M S  0.0   0.0   0:00.03 android.hardware.drm@1.3-service.clearkey
   536 media        20   0  18M 3.8M 3.5M S  0.0   0.0   0:00.02 android.hardware.cas@1.2-service
   535 bluetooth    20   0  10G 4.2M 4.0M S  0.0   0.0   0:02.20 android.hardware.bluetooth@1.0-service-mediatek
   534 audioserver  20   0  51M 9.3M 8.3M S  0.0   0.1   0:02.46 android.hardware.audio.service.mediatek
   532 system       20   0  10G 3.4M 3.1M S  0.0   0.0   0:00.01 android.hidl.allocator@1.0-service
   530 root         20   0  10G 2.8M 2.4M S  0.0   0.0   0:01.40 ip6tables-restore --noflush -w -v
   529 root         20   0  10G 2.7M 2.4M S  0.0   0.0   0:01.42 iptables-restore --noflush -w -v
   525 root         20   0 1.7G 144M 139M S  0.0   2.4   0:03.77 zygote
   524 root         20   0  13G 160M 151M S  0.0   2.7   0:05.28 zygote64
   522 root         20   0  11G 6.8M 5.9M S  0.0   0.1   2:50.11 netd
   521 statsd       20   0  10G 3.7M 3.3M S  0.0   0.0   0:20.43 statsd
   516 tombstoned   20   0  10G 1.9M 1.8M S  0.0   0.0   0:00.00 tombstoned
   493 root         20   0  10G 4.5M 4.1M S  0.0   0.0   0:02.56 magiskd
   473 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [ext4-rsv-conver]
   472 root         20   0    0    0    0 S  0.0   0.0   2:12.56 [jbd2/dm-9-8]
   471 root         RT   0    0    0    0 S  0.0   0.0   0:00.00 [irq/126-1124000]
   462 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [bioset]
   459 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kdmflush]
   453 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [bioset]
   452 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kdmflush]
   440 system       20   0  10G 2.1M 2.0M S  0.0   0.0   0:01.22 wmt_launcher -p /vendor/firmware/ -o 1
   438 system       20   0  10G 4.9M 4.5M S  0.0   0.0   0:00.09 android.hardware.keymaster@4.0-service.trustkernel
   437 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [bioset]
   436 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kdmflush]
   435 system       20   0  10G 4.3M 3.7M S  0.0   0.0  20:14.56 android.system.suspend@1.0-service
   434 system       20   0  10G 2.3M 2.2M S  0.0   0.0   0:08.41 teed --datapath /data/vendor/t6/fs --sptapath /data/vendor/t6/app --systapath /vendor/app/t6 --rpmbdev /dev/mmcblk0rpmb --rpmbdev /dev/rpmb0 --prot /mnt/vendor/persist/t6 --prot /mnt/vendor/protect_f/tee --logpath /data/vendor/t6/tkcore.log --proprefix vendor.trustkernel
   431 root         RT   0  10G 3.7M 3.4M S  0.0   0.0   0:02.12 aee_aed64
   430 root         RT   0  14M 3.1M 2.8M S  0.0   0.0   0:01.94 aee_aed
   429 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [f_mtp]
   426 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [ext4-rsv-conver]
   425 root         20   0    0    0    0 S  0.0   0.0   0:00.53 [jbd2/sdc12-8]
   423 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [ext4-rsv-conver]
   422 root         20   0    0    0    0 S  0.0   0.0   0:00.81 [jbd2/sdc5-8]
   420 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [ext4-rsv-conver]
   419 root         20   0    0    0    0 S  0.0   0.0   0:00.79 [jbd2/sdc6-8]
   417 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [ext4-rsv-conver]
   416 root         20   0    0    0    0 S  0.0   0.0   0:00.71 [jbd2/sdc10-8]
   410 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [ext4-rsv-conver]
   409 root         20   0    0    0    0 S  0.0   0.0   0:00.68 [jbd2/sdc9-8]
   407 root         20   0  10G 4.1M 3.8M S  0.0   0.0   0:00.02 android.hardware.boot@1.1-service
   406 root         20   0  10G 6.6M 5.9M S  0.0   0.1   0:06.27 vold --blkid_context=u:r:blkid:s0 --blkid_untrusted_context=u:r:blkid_untrusted:s0 --fsck_context=u:r:fsck:s0 --fsck_untrusted_context=u:r:fsck_untrusted:s0
   399 root         -2   0    0    0    0 S  0.0   0.0   0:09.36 [psimon]
   398 system       20   0  10G 3.8M 3.5M S  0.0   0.0   0:02.10 vndservicemanager /dev/vndbinder
   397 system       20   0  10G 5.7M 4.9M S  0.0   0.0   1:31.85 hwservicemanager
   396 system       20   0  10G 4.5M 3.8M S  0.0   0.0   0:08.31 servicemanager
   395 lmkd         -2   0  10G 2.3M 1.8M S  0.0   0.0   0:08.87 lmkd
   376 root         20   0  10G 6.7M 5.2M S  0.0   0.1   5:53.55 ueventd
   374 root         20   0  10G 5.7M 5.3M S  0.0   0.0   0:02.45 init subcontext u:r:vendor_init:s0 15
   370 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [ext4-rsv-conver]
   369 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [bioset]
   368 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [bioset]
   367 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [bioset]
   366 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kverityd]
   365 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [bioset]
   364 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kdmflush]
   363 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [ext4-rsv-conver]
   362 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [bioset]
   361 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [bioset]
   360 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [bioset]
   359 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kverityd]
   358 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [bioset]
   357 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kdmflush]
   353 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [ext4-rsv-conver]
   352 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [bioset]
   351 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [bioset]
   350 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [bioset]
   349 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kverityd]
   348 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [bioset]
   347 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kdmflush]
   346 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [bioset]
   345 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kdmflush]
   344 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [bioset]
   343 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kdmflush]
   342 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [bioset]
   341 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kdmflush]
   340 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [bioset]
   339 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kdmflush]
   338 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [ext4-rsv-conver]
   337 root         20   0    0    0    0 S  0.0   0.0   0:00.46 [jbd2/sdc7-8]
   336 root          0 -20    0    0    0 I  0.0   0.0   0:01.20 [kworker/4:1H]
   335 root          0 -20    0    0    0 I  0.0   0.0   0:10.89 [kworker/1:1H]
   334 root          0 -20    0    0    0 I  0.0   0.0   0:07.39 [kworker/2:1H]
   333 root          0 -20    0    0    0 I  0.0   0.0   0:00.77 [kworker/6:1H]
   332 root          0 -20    0    0    0 I  0.0   0.0   0:00.83 [kworker/5:1H]
   331 root          0 -20    0    0    0 I  0.0   0.0   0:00.70 [kworker/7:1H]
   329 root          0 -20    0    0    0 I  0.0   0.0   0:06.35 [kworker/3:1H]
   328 root          0 -20    0    0    0 I  0.0   0.0   0:06.91 [kworker/0:1H]
   327 root         RT   0    0    0    0 D  0.0   0.0   0:00.45 [wdtk-7]
   326 root         RT   0    0    0    0 D  0.0   0.0   0:00.48 [wdtk-6]
   325 root         RT   0    0    0    0 D  0.0   0.0   0:00.47 [wdtk-5]
   324 root         RT   0    0    0    0 D  0.0   0.0   0:00.57 [wdtk-4]
   323 root         RT   0    0    0    0 D  0.0   0.0   0:00.70 [wdtk-3]
   322 root         RT   0    0    0    0 D  0.0   0.0   0:00.74 [wdtk-2]
   321 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [boost_workq]
   320 root         RT   0    0    0    0 D  0.0   0.0   0:00.80 [wdtk-1]
   319 root         RT   0    0    0    0 D  0.0   0.0   0:00.56 [wdtk-0]
   318 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [mt-wdk]
   317 root         20   0    0    0    0 D  0.0   0.0   4:05.50 [charger_thread]
   316 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [touch_resume]
   315 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [himax_diag]
   314 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [himax_guest_inf]
   313 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [himax_flash_wq]
   312 root         RT   0    0    0    0 S  0.0   0.0   0:00.05 [irq/127-hxcommo]
   311 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [HX_boot_upgrade]
   310 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [usb_dr_workq]
   309 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [mtk-tpd]
   308 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [gyro_polling]
   307 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [accel_polling]
   306 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [stk_ps_tune0_wq]
   305 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [ksched_hint]
   304 root         20   0    0    0    0 D  0.0   0.0   0:00.00 [qos_recv]
   303 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [cpuhp-ppm]
   302 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [Init_1_Stress]
   301 root         20   0    0    0    0 S  0.0   0.0   0:01.62 [EEM_CTRL_GPU]
   300 root         20   0    0    0    0 S  0.0   0.0   0:00.50 [EEM_CTRL_CCI]
   299 root         20   0    0    0    0 S  0.0   0.0   0:00.71 [EEM_CTRL_L]
   298 root         20   0    0    0    0 S  0.0   0.0   0:00.52 [EEM_CTRL_2L]
   297 root         RT   0    0    0    0 S  0.0   0.0   0:00.00 [sugov:4]
   296 root         RT   0    0    0    0 S  0.0   0.0   0:00.00 [sugov:0]
   295 root         20   0    0    0    0 D  0.0   0.0   2:22.21 [ipi_cpu_dvfs_rt]
   293 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [ipv6_addrconf]
   287 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [usb_extcon_work]
   286 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [dm_bufio_cache]
   285 root         20   0    0    0    0 D  0.0   0.0   0:00.00 [gauge_timer_thr]
   284 root         20   0    0    0    0 D  0.0   0.0   0:00.00 [power_misc_thre]
   283 root         20   0    0    0    0 D  0.0   0.0   0:07.32 [battery_thread]
   282 root         20   0    0    0    0 D  0.0   0.0   0:04.48 [gauge_coulomb_t]
   281 root         RT   0    0    0    0 S  0.0   0.0   0:00.04 [irq/28-mt6370_p]
   280 root         RT   0    0    0    0 S  0.0   0.0   0:00.01 [type_c_port0]
   279 root         RT   0    0    0    0 S  0.0   0.0   0:00.00 [tcpc_timer_type]
   277 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [uether_rx1]
   276 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [uether]
   275 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [ufs_clk_gating_]
   274 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [scsi_tmf_0]
   273 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [scsi_eh_0]
   272 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [mtk_io_boost]
   271 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [lt_wq]
   270 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [mt_fstb]
   269 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [fpsgo_notifier_]
   268 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [mt_usrtch__work]
   267 root          0 -20    0    0    0 S  0.0   0.0   0:20.94 [krtatm]
   266 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [bcct_chrlmt_wor]
   265 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [dram_vcore_wq]
   264 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cpu_core_wq]
   263 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cpu_freq_wq]
   262 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [ccu-enque]
   261 root         RT   0    0    0    0 S  0.0   0.0   0:00.00 [disp_switch_mod]
   260 root         RT   0    0    0    0 S  0.0   0.0   0:51.81 [present_fence_w]
   259 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [disp_od_trigger]
   258 root         RT   0    0    0    0 S  0.0   0.0   0:00.06 [disp_delay_trig]
   257 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [display_check_a]
   256 root         RT   0    0    0    0 D  0.0   0.0   0:00.00 [decouple_trigge]
   255 root         RT   0    0    0    0 S  0.0   0.0   0:00.00 [decouple_update]
   254 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [disp_path_recov]
   253 root         RT   0    0    0    0 D  0.0   0.0   0:01.31 [disp_check]
   252 root         20   0    0    0    0 S  0.0   0.0   0:30.63 [disp_idlemgr]
   250 root         20   0    0    0    0 D  0.0   0.0   0:00.00 [ddp_irq_log_kth]
   249 root         RT   0    0    0    0 S  0.0   0.0   0:00.00 [hang_detect1]
   248 root         RT   0    0    0    0 D  0.0   0.0   0:01.23 [hang_detect]
   247 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [mtk_vibrator]
   246 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [SCP_RESET_WQ]
   245 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [SCP_LOG_WQ]
   244 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [SCP_WQ]
   243 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [vpu_wq]
   242 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [vpu1]
   241 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [vpu0]
   240 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [RSC-CMDQ-WQ]
   239 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [WMFE-CMDQ-WQ]
   238 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [mali_aeewp]
   237 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kbase_job_fault]
   235 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [gpu_bucks]
   234 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [ged_kpi]
   233 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [ged_notify_sw_v]
   232 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [accdet_eint]
   231 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [dismicQueue]
   230 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [accdet]
   229 root         -2 -20    0    0    0 S  0.0   0.0   0:00.00 [ree_dummy_task]
   227 root         RT   0    0    0    0 S  0.0   0.0   0:01.79 [btif_rxd]
   226 root         20   0    0    0    0 S  0.0   0.0   1:19.48 [pbm]
   225 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [spi5]
   224 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [spi4]
   223 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [spi3]
   222 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [spi2]
   221 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [spi1]
   220 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [spi0]
   219 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [hwrng]
   181 root         20   0    0    0    0 S  0.0   0.0   0:01.05 [kswapd0]
   180 root         20   0    0    0    0 S  0.0   0.0   0:00.84 [kauditd]
   159 root         20   0    0    0    0 S  0.0   0.0   0:05.39 [tee-log]
   158 root         20   0    0    0    0 D  0.0   0.0   0:00.00 [mdrt_thread]
   157 root         20   0    0    0    0 D  0.0   0.0   0:01.70 [ion_history]
   156 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [ion_carveout_he]
   155 root         20   0    0    0    0 S  0.0   0.0   0:01.89 [ion_mm_heap_for]
